50	10.283873
50.857143	9.5638618
51.714287	9.6759815
52.57143	11.899418
53.42857	12.408978
54.285713	13.099743
55.142857	15.522782
56	15.603682
56.857143	14.847071
57.714287	16.762709
58.57143	15.615493
59.42857	13.400146
60.285713	19.776585
61.142857	22
62	21.294895
62.857143	18.135677
63.714287	19.467096
64.571426	24.319933
65.428574	29.960064
66.285713	27.079828
67.14286	30.734226
68	28.324974
68.85714	34.814102
69.714287	33.563412
70.571426	31.454565
71.428574	36.13327
72.285713	34.529911
73.14286	34.309608
74	38.071018
74.85714	37.703049
75.714287	36
76.571426	36
77.428574	41.49168
78.285713	42.972557
79.14286	35.619652
80	37.05101
80.85714	38.572716
81.714287	35.915764
82.571426	40.597679
83.428574	30.134682
84.285713	34.694035
85.14286	33.574989
86	37.460262
86.85714	30.882124
87.714287	27.993698
88.571426	24.144239
89.428574	44.380802
90.285713	37.980232
91.14286	43.831852
92	37.649666
92.85714	30.543409
93.714287	29.742411
94.571426	34.949635
95.428574	34.316517
96.285713	29.829836
97.14286	30.389135
98	26.942266
98.85714	28.264475
99.714287	34.469894
100.57143	36
101.42857	37.258987
102.28571	34.771976
103.14286	26.601152
104	29.646008
104.85714	40.886486
105.71429	36.290298
106.57143	32.462742
107.42857	36.598629
108.28571	30.699543
109.14286	34.574165
110	30.928793
110.85714	29.961905
111.71429	29.008574
112.57143	31.910059
113.42857	32.935024
114.28571	40.217651
115.14286	30.589413
116	32.339016
116.85714	34.604717
117.71429	28.854355
118.57143	35.825157
119.42857	35.483471
120.28571	38.687599
121.14286	42.27383
122	44.815163
122.85714	41.996639
123.71429	38.460804
124.57143	36.477207
125.42857	37.856556
126.28571	41.887226
127.14286	42.58905
128	40.860886
128.85715	36.211567
129.71428	31.317495
130.57143	32.571671
131.42857	34
132.28572	36.669304
133.14285	44.657894
134	38.355511
134.85715	36.175274
135.71428	43.599365
136.57143	40.069798
137.42857	41.118607
138.28572	43.962524
139.14285	40.082855
140	40
140.85715	40
141.71428	38.220848
142.57143	38.859867
143.42857	37.33955
144.28572	41.003387
145.14285	41.228771
146	46.934898
146.85715	42.586796
147.71428	42.050163
148.57143	45.623482
149.42857	45.744617
150.28572	40.808636
151.14285	39.139866
152	42.164753
152.85715	45.027538
153.71428	45.027256
154.57143	41.252621
155.42857	36.281952
156.28572	37.61964
157.14285	43.750832
158	42.568916
158.85715	40.234909
159.71428	44.123901
160.57143	42.797638
161.42857	44.283916
162.28572	43.490013
163.14285	48.444202
164	45.051018
164.85715	39.20327
165.71428	34.740063
166.57143	41.564487
167.42857	47.571854
168.28572	40.053051
169.14285	42.003822
170	43.950108
170.85715	50.653988
171.71428	42.66396
172.57143	44.699429
173.42857	45
174.28572	40.753536
175.14285	53.199207
176	48.008617
176.85715	46.774841
177.71428	51.506832
178.57143	50.096916
179.42857	44.088959
180.28572	44.712517
181.14285	44.693584
182	45.887329
182.85715	47.605938
183.71428	47.417145
184.57143	47.558521
185.42857	50.672813
186.28572	47.882545
187.14285	41.043922
188	44.117947
188.85715	49.117119
189.71428	46.324043
190.57143	44.793255
191.42857	46.748718
192.28572	48.352173
193.14285	48.009766
194	47.848461
194.85715	50.572613
195.71428	47.785828
196.57143	48.078339
197.42857	41.125759
198.28572	39.182072
199.14285	43.648884
200	41.229107
200.85715	37.664547
201.71428	41.664867
202.57143	39.454155
203.42857	44
204.28572	43.693386
205.14285	38.121078
206	41.990479
206.85715	41.011127
207.71428	57.461567
208.57143	46.625813
209.42857	46
210.28572	49.637524
211.14285	50.889404
212	47.522766
212.85715	53.79427
213.71428	51.674511
214.57143	50.188061
215.42857	48.415607
216.28572	47.227463
217.14285	41.716423
218	45.151405
218.85715	49.866158
219.71428	55.892555
220.57143	52.556328
221.42857	51.984055
222.28572	53
223.14285	53.625809
224	50.957806
224.85715	51.362534
225.71428	54.720051
226.57143	56
227.42857	50.075062
228.28572	46.564072
229.14285	52.034248
230	55.025448
230.85715	52.118813
231.71428	50.453541
232.57143	48.816673
233.42857	48.100941
234.28572	50.19318
235.14285	46.671291
236	43.372017
236.85715	45.421574
237.71428	46.638477
238.57143	43.675323
239.42857	44.541058
240.28572	49.467346
241.14285	49.375336
242	38.945541
242.85715	38.721115
243.71428	43.504971
244.57143	34.405869
245.42857	43
246.28572	43
247.14285	43.173981
248	43.839943
248.85715	44.023613
249.71428	48.410122
250.57143	38.831856
251.42857	45
252.28572	45.183193
253.14285	46.695885
254	42.874535
254.85715	41.099083
255.71428	42.963547
256.57144	41.976574
257.42856	40.957893
258.28571	37.009228
259.14285	40.939854
260	46.847996
260.85715	43.151325
261.71429	34.452583
262.57144	35.874653
263.42856	36
264.28571	39.651455
265.14285	40.90078
266	33.889809
266.85715	40.910721
267.71429	45.469822
268.57144	44.288559
269.42856	41.467731
270.28571	41.832531
271.14285	34.592388
272	37.872837
272.85715	40.601711
273.71429	41.789669
274.57144	38.097584
275.42856	37.770008
276.28571	42.554592
277.14285	40.249565
278	41.959927
278.85715	50.311062
279.71429	47.951466
280.57144	41.735409
281.42856	47.021126
282.28571	41.689323
283.14285	46.208389
284	43.252823
284.85715	45.330677
285.71429	46.685528
286.57144	45.350998
287.42856	46.28027
288.28571	47.632038
289.14285	52.374313
290	56.23275
290.85715	57.60849
291.71429	48.997356
292.57144	49.516926
293.42856	48.728115
294.28571	54.244526
295.14285	54.726929
296	51.691624
296.85715	53
297.71429	46.412636
298.57144	49.685181
299.42856	53.779263
300.28571	53.654301
301.14285	50.762634
302	57.370003
302.85715	55.731968
303.71429	49.056049
304.57144	51.499352
305.42856	54.442158
306.28571	58.04694
307.14285	50.218159
308	44.953423
308.85715	47.415127
309.71429	47.599667
310.57144	46
311.42856	46.914425
312.28571	52.073021
313.14285	53.415897
314	52.991982
314.85715	54.047344
315.71429	49.869801
316.57144	54.445778
317.42856	49.187408
318.28571	39.812881
319.14285	47.947922
320	52.834641
320.85715	49.863949
321.71429	45.639877
322.57144	47.187111
323.42856	45.192066
324.28571	43.1959
325.14285	44.79166
326	48.604362
326.85715	51.148006
327.71429	50.904205
328.57144	43
329.42856	39.909668
330.28571	38.460697
331.14285	44.383404
332	46.523525
332.85715	45.964943
333.71429	44.407028
334.57144	49.245537
335.42856	45.740456
336.28571	47.99247
337.14285	53.891903
338	48.11932
338.85715	50
339.71429	46.279392
340.57144	44.827942
341.42856	53.742786
342.28571	50.92033
343.14285	49.208076
344	55.766197
344.85715	52
345.71429	51.627453
346.57144	52.49004
347.42856	53.503689
348.28571	53.99876
349.14285	54.873924
350	48
350.85715	50.645885
351.71429	55.757015
352.57144	54.71619
353.42856	54.445625
354.28571	59.231529
355.14285	56.459328
356	57.489197
356.85715	63
357.71429	62.214081
358.57144	57.446907
359.42856	53.980991
360.28571	55.403343
361.14285	54.206711
362	57.216213
362.85715	63.495232
363.71429	64.643951
364.57144	55.338249
365.42856	57.608597
366.28571	66.535553
367.14285	73.836868
368	75.98922
368.85715	75.90612
369.71429	77.057785
370.57144	71.557877
371.42856	74.124207
372.28571	83.407166
373.14285	88.635101
374	89.756577
374.85715	99.976677
375.71429	110.35536
376.57144	113.47582
377.42856	117.84531
378.28571	141.90938
379.14285	166.44269
380	203.87494
380.85715	236.99327
381.71429	242.10408
382.57144	242.84671
383.42856	225.99397
384.28571	195.47873
385.14285	171.05051
386	139.00926
386.85715	113.71593
387.71429	103.23476
388.57144	79.584297
389.42856	73.401276
390.28571	77.270103
391.14285	78.92189
392	76.857315
392.85715	71.606659
393.71429	74.245018
394.57144	82.540375
395.42856	89.116669
396.28571	93.527046
397.14285	106.51397
398	125.31822
398.85715	151.03415
399.71429	192.26659
400.57144	259.30521
401.42856	344.81531
402.28571	413.16928
403.14285	482.29443
404	511.82239
404.85715	515
405.71429	471.13306
406.57144	416.53107
407.42856	326.52737
408.28571	253.85545
409.14285	204.29774
410	165.84767
410.85715	134.26848
411.71429	103.95267
412.57144	103.68898
413.42856	94.288574
414.28571	93.670563
415.14285	94.84671
416	82.984955
416.85715	82.739662
417.71429	69.77668
418.57144	73.360138
419.42856	70.379066
420.28571	76.420502
421.14285	65.848289
422	66.882957
422.85715	63.184967
423.71429	74.593353
424.57144	65.214233
425.42856	62.026543
426.28571	65.015205
427.14285	68.900848
428	63.088299
428.85715	66.581863
429.71429	79.115562
430.57144	79.86544
431.42856	65.75705
432.28571	74
433.14285	73.433609
434	70.774879
434.85715	81.035019
435.71429	69.463257
436.57144	72.170265
437.42856	73.736656
438.28571	78.986031
439.14285	86.78537
440	89.669792
440.85715	98.562958
441.71429	87.480293
442.57144	83.525314
443.42856	76.708717
444.28571	79.37323
445.14285	85.38459
446	84.371063
446.85715	96.460632
447.71429	107.77289
448.57144	103.22437
449.42856	103.61605
450.28571	107.26538
451.14285	113.82462
452	105.88862
452.85715	96.553635
453.71429	105.97794
454.57144	111.05792
455.42856	105.03813
456.28571	97.083176
457.14285	95.199417
458	90.106277
458.85715	88
459.71429	97.82209
460.57144	93.875084
461.42856	87.348183
462.28571	80.97641
463.14285	81.438377
464	81.586037
464.85715	77.368141
465.71429	81.966927
466.57144	87.06189
467.42856	80.148354
468.28571	65.121094
469.14285	77.67128
470	70.862892
